timestamp,campaign_id,variant,ctr,sentiment,polarity,conversions,trend_score
2025-11-15T09:37:11.748221,cmp_history_6,variant_5,0.1455,-0.6781,-0.6926,37,0.6887
2025-11-15T09:37:11.748237,cmp_history_2,variant_1,0.0111,-0.1869,-0.11,44,0.0843
2025-11-15T09:37:11.748251,cmp_history_7,variant_1,0.0181,-0.6324,-0.7243,27,-0.2297
2025-11-15T09:37:11.748267,cmp_history_2,variant_5,0.11,0.5616,0.4639,50,-0.0478
2025-11-15T09:37:11.748282,cmp_history_2,variant_1,0.123,-0.6629,-0.7214,22,0.5204
2025-11-15T09:37:11.748297,cmp_history_6,variant_5,0.0311,0.1776,0.2772,28,0.5152
2025-11-15T09:37:11.748312,cmp_history_7,variant_1,0.1408,0.7453,0.6791,18,0.56
2025-11-15T09:37:11.748328,cmp_history_3,variant_3,0.0202,-0.1795,-0.2203,49,0.8178
2025-11-15T09:37:11.748343,cmp_history_1,variant_2,0.1384,-0.5044,-0.59,41,-0.005
2025-11-15T09:37:11.748358,cmp_history_1,variant_1,0.0804,0.2981,0.3932,49,-0.2332
2025-11-15T09:37:11.748373,cmp_history_5,variant_5,0.0285,0.1506,0.1818,1,0.7116
2025-11-15T09:37:11.748390,cmp_history_7,variant_4,0.1475,0.8347,0.9235,16,0.4638
2025-11-15T09:37:11.748405,cmp_history_6,variant_4,0.1284,0.7044,0.6257,42,0.2137
2025-11-15T09:37:11.748419,cmp_history_2,variant_1,0.0891,-0.5832,-0.6695,24,-0.071
2025-11-15T09:37:11.748433,cmp_history_1,variant_2,0.0351,-0.5048,-0.5612,46,0.9479
2025-11-15T09:37:11.748447,cmp_history_5,variant_5,0.0064,0.7493,0.7994,20,0.6965
2025-11-15T09:37:11.748462,cmp_history_2,variant_2,0.1142,0.8402,0.8786,16,0.4494
2025-11-15T09:37:11.748477,cmp_history_2,variant_4,0.0152,-0.116,-0.2123,21,0.957
2025-11-15T09:37:11.748491,cmp_history_6,variant_2,0.0762,0.7704,0.7504,44,0.2474
2025-11-15T09:37:11.748506,cmp_history_7,variant_5,0.1487,-0.483,-0.395,10,0.6544
2025-11-15T09:37:11.748521,cmp_history_3,variant_3,0.1221,-0.733,-0.7076,27,0.3989
2025-11-15T09:37:11.748537,cmp_history_8,variant_4,0.0961,-0.0452,0.0133,25,0.0207
2025-11-15T09:37:11.748552,cmp_history_6,variant_4,0.0257,-0.7001,-0.6128,7,0.3377
2025-11-15T09:37:11.748566,cmp_history_6,variant_2,0.1055,0.2403,0.2814,5,0.4682
2025-11-15T09:37:11.748583,cmp_history_7,variant_2,0.006,0.3331,0.3576,47,-0.2236
2025-11-15T09:37:11.748602,cmp_history_5,variant_5,0.037,0.8034,0.8601,7,0.6745
2025-11-15T09:37:11.748616,cmp_history_8,variant_2,0.0368,0.9611,0.8905,46,0.7094
2025-11-15T09:37:11.748631,cmp_history_3,variant_1,0.0801,-0.689,-0.6164,7,-0.293
2025-11-15T09:37:11.748646,cmp_history_5,variant_1,0.0751,0.0982,0.1,17,-0.0462
2025-11-15T09:37:11.748661,cmp_history_4,variant_4,0.0225,-0.0564,0.0207,48,0.789
2025-11-15T09:37:11.748676,cmp_history_7,variant_2,0.08,0.813,0.8329,24,0.485
2025-11-15T09:37:11.748691,cmp_history_5,variant_5,0.0248,0.5905,0.5006,42,0.2061
2025-11-15T09:37:11.748706,cmp_history_4,variant_5,0.1152,0.7857,0.8519,24,-0.0684
2025-11-15T09:37:11.748721,cmp_history_5,variant_4,0.0848,0.4783,0.562,1,0.9958
2025-11-15T09:37:11.748736,cmp_history_7,variant_3,0.1163,0.7187,0.6462,39,0.844
2025-11-15T09:37:11.748751,cmp_history_3,variant_5,0.1299,0.6142,0.6252,43,0.8381
2025-11-15T09:37:11.748765,cmp_history_9,variant_3,0.0642,0.5113,0.4242,44,-0.1763
2025-11-15T09:37:11.748780,cmp_history_8,variant_5,0.0435,0.9223,0.9275,5,0.8373
2025-11-15T09:37:11.748794,cmp_history_7,variant_5,0.0978,-0.5992,-0.5291,17,0.6289
2025-11-15T09:37:11.748808,cmp_history_5,variant_2,0.055,-0.2921,-0.2569,9,0.5345
2025-11-15T09:37:11.748823,cmp_history_3,variant_4,0.1474,0.758,0.8136,25,0.8416
2025-11-15T09:37:11.748837,cmp_history_1,variant_2,0.0899,0.7263,0.823,7,-0.127
2025-11-15T09:37:11.748851,cmp_history_2,variant_4,0.0432,-0.2417,-0.2268,31,0.0788
2025-11-15T09:37:11.748868,cmp_history_2,variant_2,0.1025,-0.2182,-0.3108,6,-0.2374
2025-11-15T09:37:11.748883,cmp_history_7,variant_5,0.1353,-0.4599,-0.4491,16,0.5223
2025-11-15T09:37:11.748898,cmp_history_3,variant_4,0.0966,-0.0317,-0.0797,40,0.7579
2025-11-15T09:37:11.748914,cmp_history_9,variant_5,0.1365,0.1306,0.1047,39,0.7759
2025-11-15T09:37:11.748927,cmp_history_2,variant_2,0.0617,-0.6335,-0.6844,9,0.0292
