timestamp,campaign_id,variant,ctr,sentiment,polarity,conversions,trend_score
2025-11-15T09:43:53.174090,cmp_history_5,variant_2,0.1647,-0.6309,-0.7089,74,0.4741
2025-11-15T09:43:53.174101,cmp_history_11,variant_1,0.061,0.1731,0.2487,1,0.5551
2025-11-15T09:43:53.174108,cmp_history_8,variant_4,0.0801,-0.5814,-0.6257,55,0.1572
2025-11-15T09:43:53.174115,cmp_history_7,variant_5,0.1002,0.3425,0.3578,41,-0.334
2025-11-15T09:43:53.174122,cmp_history_12,variant_3,0.1164,-0.1805,-0.1727,58,0.6207
2025-11-15T09:43:53.174129,cmp_history_24,variant_2,0.1538,0.8534,0.8277,74,0.9851
2025-11-15T09:43:53.174136,cmp_history_13,variant_5,0.0399,-0.3877,-0.2947,24,0.6872
2025-11-15T09:43:53.174143,cmp_history_8,variant_4,0.1306,0.1235,0.049,70,-0.1011
2025-11-15T09:43:53.174150,cmp_history_22,variant_3,0.047,-0.6152,-0.5513,44,-0.155
2025-11-15T09:43:53.174157,cmp_history_4,variant_4,0.1799,-0.7003,-0.6203,79,-0.3332
2025-11-15T09:43:53.174164,cmp_history_26,variant_1,0.0912,0.6065,0.5968,68,1.0596
2025-11-15T09:43:53.174171,cmp_history_6,variant_3,0.1657,-0.1686,-0.2457,26,-0.3529
2025-11-15T09:43:53.174178,cmp_history_12,variant_5,0.1233,0.9375,0.8834,22,-0.1147
2025-11-15T09:43:53.174189,cmp_history_15,variant_3,0.0458,-0.0278,0.0661,37,0.5957
2025-11-15T09:43:53.174196,cmp_history_27,variant_1,0.1598,-0.5282,-0.5758,60,0.5593
2025-11-15T09:43:53.174203,cmp_history_13,variant_1,0.1214,0.8786,0.7994,56,-0.3407
2025-11-15T09:43:53.174210,cmp_history_21,variant_3,0.0246,-0.3411,-0.3552,0,0.5836
2025-11-15T09:43:53.174217,cmp_history_10,variant_1,0.1641,0.6381,0.6978,29,-0.2089
2025-11-15T09:43:53.174224,cmp_history_20,variant_3,0.0892,0.7783,0.8222,12,-0.3097
2025-11-15T09:43:53.174231,cmp_history_20,variant_4,0.0635,0.9222,1.0,47,0.0027
2025-11-15T09:43:53.174238,cmp_history_8,variant_2,0.0579,-0.0056,0.0664,34,0.3262
2025-11-15T09:43:53.174245,cmp_history_1,variant_3,0.012,0.8086,0.8091,17,0.7369
2025-11-15T09:43:53.174252,cmp_history_21,variant_4,0.1244,0.8656,0.7853,18,-0.0536
2025-11-15T09:43:53.174259,cmp_history_7,variant_5,0.1177,0.1662,0.1374,22,1.0386
2025-11-15T09:43:53.174266,cmp_history_11,variant_4,0.0338,-0.6666,-0.5671,28,0.986
2025-11-15T09:43:53.174273,cmp_history_10,variant_3,0.1348,0.7909,0.805,52,-0.0002
2025-11-15T09:43:53.174280,cmp_history_20,variant_1,0.1712,0.3488,0.2959,69,-0.1362
2025-11-15T09:43:53.174287,cmp_history_3,variant_4,0.1326,0.6932,0.6559,19,0.795
2025-11-15T09:43:53.174294,cmp_history_17,variant_2,0.1718,0.8618,0.8783,51,0.8583
2025-11-15T09:43:53.174302,cmp_history_7,variant_1,0.0513,0.248,0.1962,52,0.7721
2025-11-15T09:43:53.174309,cmp_history_29,variant_1,0.1785,-0.0105,0.0088,39,0.1453
2025-11-15T09:43:53.174316,cmp_history_8,variant_5,0.1482,-0.0464,-0.1236,20,-0.3208
2025-11-15T09:43:53.174323,cmp_history_17,variant_3,0.0896,0.7611,0.7619,18,-0.3559
2025-11-15T09:43:53.174331,cmp_history_15,variant_2,0.0503,-0.0905,-0.0489,39,0.4709
2025-11-15T09:43:53.174338,cmp_history_28,variant_4,0.1047,0.6617,0.6348,67,0.5684
2025-11-15T09:43:53.174345,cmp_history_29,variant_4,0.017,-0.8041,-0.8757,74,0.7894
2025-11-15T09:43:53.174353,cmp_history_22,variant_4,0.1266,-0.1857,-0.2368,29,-0.066
2025-11-15T09:43:53.174360,cmp_history_12,variant_2,0.0636,-0.1178,-0.0449,32,-0.2708
2025-11-15T09:43:53.174366,cmp_history_9,variant_3,0.0377,-0.1675,-0.1281,30,0.9441
2025-11-15T09:43:53.174374,cmp_history_23,variant_1,0.1354,-0.4738,-0.4209,57,0.3042
2025-11-15T09:43:53.174381,cmp_history_12,variant_4,0.1228,0.3378,0.3451,2,-0.153
2025-11-15T09:43:53.174389,cmp_history_2,variant_4,0.1297,-0.9231,-0.9978,2,0.057
2025-11-15T09:43:53.174396,cmp_history_10,variant_3,0.0308,0.4393,0.4862,6,0.8347
2025-11-15T09:43:53.174403,cmp_history_19,variant_5,0.0935,0.8862,0.8246,79,0.5651
2025-11-15T09:43:53.174410,cmp_history_2,variant_1,0.0707,-0.2735,-0.1751,67,0.6593
2025-11-15T09:43:53.174418,cmp_history_2,variant_1,0.124,0.2361,0.1834,43,0.0063
2025-11-15T09:43:53.174425,cmp_history_18,variant_2,0.0558,0.2176,0.1792,70,-0.1373
2025-11-15T09:43:53.174432,cmp_history_7,variant_5,0.0337,-0.8842,-0.8619,14,0.9743
2025-11-15T09:43:53.174439,cmp_history_13,variant_4,0.1591,0.9456,1.0,62,0.1243
2025-11-15T09:43:53.174447,cmp_history_24,variant_5,0.0465,0.044,-0.039,19,0.4336
2025-11-15T09:43:53.174454,cmp_history_2,variant_1,0.0413,-0.3939,-0.3951,0,0.9644
2025-11-15T09:43:53.174461,cmp_history_29,variant_1,0.0349,0.2599,0.3588,37,0.8795
2025-11-15T09:43:53.174468,cmp_history_10,variant_4,0.1199,0.7265,0.7054,77,0.0715
2025-11-15T09:43:53.174475,cmp_history_5,variant_5,0.165,-0.9246,-0.8436,39,-0.155
2025-11-15T09:43:53.174482,cmp_history_19,variant_4,0.1474,0.5436,0.4444,68,0.6828
2025-11-15T09:43:53.174489,cmp_history_7,variant_1,0.094,-0.1859,-0.1796,66,-0.2587
2025-11-15T09:43:53.174496,cmp_history_22,variant_3,0.0667,0.7767,0.7316,35,-0.0285
2025-11-15T09:43:53.174504,cmp_history_2,variant_3,0.1389,-0.2805,-0.3408,75,0.4515
2025-11-15T09:43:53.174511,cmp_history_24,variant_4,0.0522,-0.3511,-0.2711,72,0.9224
2025-11-15T09:43:53.174518,cmp_history_16,variant_5,0.0725,-0.8129,-0.8103,7,-0.088
2025-11-15T09:43:53.174525,cmp_history_3,variant_5,0.0673,0.4468,0.3489,37,0.0309
2025-11-15T09:43:53.174532,cmp_history_19,variant_3,0.0622,0.1028,0.1103,67,-0.2995
2025-11-15T09:43:53.174540,cmp_history_9,variant_4,0.1767,-0.9095,-0.9714,67,-0.1734
2025-11-15T09:43:53.174547,cmp_history_22,variant_1,0.1715,0.4425,0.5007,7,-0.1771
2025-11-15T09:43:53.174555,cmp_history_18,variant_4,0.0264,-0.8175,-0.8418,21,0.1546
2025-11-15T09:43:53.174567,cmp_history_28,variant_3,0.177,-0.9626,-0.9383,70,0.0978
2025-11-15T09:43:53.174580,cmp_history_18,variant_5,0.0956,-0.5176,-0.5223,40,0.2729
2025-11-15T09:43:53.174591,cmp_history_26,variant_4,0.0971,0.9718,1.0,41,0.8276
2025-11-15T09:43:53.174598,cmp_history_15,variant_5,0.0432,-0.5965,-0.502,78,0.0444
2025-11-15T09:43:53.174607,cmp_history_11,variant_4,0.0136,-0.351,-0.4298,10,0.5162
2025-11-15T09:43:53.174614,cmp_history_11,variant_5,0.0528,0.9055,0.9004,31,0.7425
2025-11-15T09:43:53.174625,cmp_history_26,variant_2,0.0069,-0.9134,-1.0,49,0.1393
2025-11-15T09:43:53.174637,cmp_history_14,variant_4,0.1248,-0.9642,-0.9867,43,-0.1133
2025-11-15T09:43:53.174650,cmp_history_4,variant_4,0.0618,0.7363,0.7086,58,-0.0428
2025-11-15T09:43:53.174658,cmp_history_13,variant_5,0.1079,0.4328,0.4103,15,-0.1702
2025-11-15T09:43:53.174665,cmp_history_3,variant_2,0.0863,0.216,0.1826,7,-0.0034
2025-11-15T09:43:53.174672,cmp_history_22,variant_2,0.0441,-0.293,-0.2558,1,0.325
2025-11-15T09:43:53.174680,cmp_history_29,variant_5,0.1324,0.3537,0.3367,54,-0.1092
2025-11-15T09:43:53.174687,cmp_history_1,variant_1,0.1538,0.2348,0.2849,47,0.959
2025-11-15T09:43:53.174694,cmp_history_26,variant_1,0.058,-0.3399,-0.2928,18,0.128
2025-11-15T09:43:53.174700,cmp_history_7,variant_5,0.1428,0.3933,0.4198,14,0.0576
2025-11-15T09:43:53.174707,cmp_history_9,variant_5,0.025,-0.773,-0.736,60,0.7489
2025-11-15T09:43:53.174715,cmp_history_25,variant_2,0.0613,-0.0542,-0.0655,29,1.0578
2025-11-15T09:43:53.174722,cmp_history_23,variant_2,0.025,-0.7655,-0.7268,76,0.4382
2025-11-15T09:43:53.174729,cmp_history_4,variant_4,0.1675,0.1649,0.2482,64,0.877
2025-11-15T09:43:53.174736,cmp_history_6,variant_5,0.1034,0.7677,0.8358,12,-0.2121
2025-11-15T09:43:53.174743,cmp_history_23,variant_2,0.1472,-0.8251,-0.8033,57,0.7439
2025-11-15T09:43:53.174750,cmp_history_19,variant_5,0.062,-0.9201,-0.9945,65,-0.2424
2025-11-15T09:43:53.174757,cmp_history_4,variant_4,0.0581,0.1815,0.199,44,-0.2348
2025-11-15T09:43:53.174764,cmp_history_29,variant_3,0.1234,0.4409,0.4652,8,0.7666
2025-11-15T09:43:53.174770,cmp_history_17,variant_5,0.1555,0.6121,0.6628,18,-0.2863
2025-11-15T09:43:53.174777,cmp_history_17,variant_1,0.0663,-0.6456,-0.617,6,-0.0661
2025-11-15T09:43:53.174786,cmp_history_15,variant_4,0.172,-0.6327,-0.5918,44,0.0308
2025-11-15T09:43:53.174793,cmp_history_17,variant_3,0.1751,-0.1168,-0.0779,40,-0.109
2025-11-15T09:43:53.174799,cmp_history_19,variant_2,0.1037,-0.2595,-0.2737,71,-0.0224
2025-11-15T09:43:53.174809,cmp_history_9,variant_1,0.1628,0.1513,0.2202,12,1.0472
2025-11-15T09:43:53.174821,cmp_history_2,variant_1,0.1602,0.8736,0.8976,54,1.0039
2025-11-15T09:43:53.174832,cmp_history_5,variant_1,0.037,0.1795,0.2382,19,0.1714
2025-11-15T09:43:53.174844,cmp_history_13,variant_4,0.1405,-0.7603,-0.7782,32,-0.3386
2025-11-15T09:43:53.174856,cmp_history_21,variant_3,0.0236,0.739,0.7348,0,-0.2399
2025-11-15T09:43:53.174869,cmp_history_6,variant_1,0.0159,0.3076,0.2716,56,-0.1335
2025-11-15T09:43:53.174884,cmp_history_8,variant_4,0.0729,-0.7889,-0.8431,8,0.3981
2025-11-15T09:43:53.174900,cmp_history_4,variant_2,0.1183,0.9629,0.8929,60,0.9254
2025-11-15T09:43:53.174915,cmp_history_15,variant_5,0.0926,-0.7643,-0.7232,30,0.8076
2025-11-15T09:43:53.174927,cmp_history_18,variant_3,0.1038,0.391,0.4766,46,0.2578
2025-11-15T09:43:53.174939,cmp_history_21,variant_2,0.0336,-0.4464,-0.4,16,0.7412
2025-11-15T09:43:53.174951,cmp_history_21,variant_3,0.0833,-0.8852,-0.8251,46,0.5456
2025-11-15T09:43:53.174963,cmp_history_13,variant_5,0.0665,0.3038,0.2882,35,0.5112
2025-11-15T09:43:53.174975,cmp_history_21,variant_4,0.1085,0.0029,-0.0573,12,0.1408
2025-11-15T09:43:53.174989,cmp_history_11,variant_4,0.1455,0.6072,0.5481,0,0.455
2025-11-15T09:43:53.175001,cmp_history_19,variant_1,0.0683,-0.6646,-0.683,63,0.0745
2025-11-15T09:43:53.175013,cmp_history_29,variant_5,0.1493,-0.8544,-0.8133,20,0.0337
2025-11-15T09:43:53.175025,cmp_history_25,variant_2,0.055,-0.2255,-0.1681,29,0.8434
2025-11-15T09:43:53.175038,cmp_history_15,variant_3,0.0167,0.0239,0.1029,13,-0.2908
2025-11-15T09:43:53.175050,cmp_history_1,variant_4,0.1401,-0.4505,-0.3849,47,0.7402
2025-11-15T09:43:53.175062,cmp_history_21,variant_4,0.0977,0.1348,0.2336,31,1.0583
2025-11-15T09:43:53.175076,cmp_history_18,variant_1,0.0183,-0.0257,0.0171,45,0.1536
2025-11-15T09:43:53.175088,cmp_history_4,variant_1,0.1794,-0.0015,-0.0298,47,0.7221
2025-11-15T09:43:53.175100,cmp_history_21,variant_2,0.0477,0.2513,0.305,73,-0.3812
2025-11-15T09:43:53.175113,cmp_history_6,variant_2,0.0904,0.3855,0.4817,51,0.3739
2025-11-15T09:43:53.175125,cmp_history_21,variant_4,0.1398,-0.0467,-0.095,46,-0.0093
2025-11-15T09:43:53.175138,cmp_history_17,variant_2,0.0103,0.0382,0.0428,66,0.9042
2025-11-15T09:43:53.175152,cmp_history_22,variant_5,0.0065,0.0559,-0.0212,24,0.7232
2025-11-15T09:43:53.175165,cmp_history_2,variant_3,0.0353,0.0886,0.1394,7,-0.187
2025-11-15T09:43:53.175180,cmp_history_18,variant_4,0.0587,0.0767,0.1637,37,-0.2003
2025-11-15T09:43:53.175193,cmp_history_13,variant_5,0.0829,-0.6583,-0.6706,21,0.5651
2025-11-15T09:43:53.175207,cmp_history_2,variant_4,0.0744,-0.9904,-0.9465,20,0.7398
2025-11-15T09:43:53.175222,cmp_history_9,variant_4,0.0574,-0.561,-0.4709,34,0.7051
2025-11-15T09:43:53.175234,cmp_history_28,variant_1,0.0762,0.1158,0.1005,29,0.5852
2025-11-15T09:43:53.175248,cmp_history_23,variant_4,0.0468,0.5103,0.4891,21,-0.1453
2025-11-15T09:43:53.175261,cmp_history_25,variant_4,0.0899,-0.4479,-0.5245,33,0.5467
2025-11-15T09:43:53.175272,cmp_history_9,variant_3,0.174,-0.6899,-0.6002,6,0.8087
2025-11-15T09:43:53.175285,cmp_history_9,variant_1,0.1782,-0.4543,-0.5336,38,1.0695
2025-11-15T09:43:53.175296,cmp_history_21,variant_5,0.1359,0.847,0.9193,36,1.0201
2025-11-15T09:43:53.175303,cmp_history_8,variant_4,0.1317,0.186,0.1949,51,0.0514
2025-11-15T09:43:53.175310,cmp_history_23,variant_5,0.0668,0.5724,0.6121,44,0.321
2025-11-15T09:43:53.175317,cmp_history_10,variant_4,0.099,-0.8534,-0.8401,45,-0.0372
2025-11-15T09:43:53.175324,cmp_history_23,variant_4,0.0631,0.3195,0.3151,64,0.6917
2025-11-15T09:43:53.175331,cmp_history_4,variant_4,0.1703,-0.4176,-0.3566,40,0.0643
2025-11-15T09:43:53.175338,cmp_history_16,variant_3,0.1117,-0.7156,-0.7541,44,0.0792
2025-11-15T09:43:53.175346,cmp_history_9,variant_5,0.151,0.2636,0.2785,45,0.0191
2025-11-15T09:43:53.175353,cmp_history_10,variant_4,0.0977,-0.6264,-0.5417,43,1.0372
2025-11-15T09:43:53.175360,cmp_history_24,variant_1,0.1069,-0.8707,-0.8462,41,0.9434
2025-11-15T09:43:53.175367,cmp_history_5,variant_1,0.0986,-0.1738,-0.114,73,-0.0313
2025-11-15T09:43:53.175374,cmp_history_5,variant_2,0.0168,0.0755,0.167,72,-0.3169
2025-11-15T09:43:53.175381,cmp_history_19,variant_2,0.1477,0.6952,0.7111,42,0.1386
2025-11-15T09:43:53.175389,cmp_history_2,variant_3,0.1266,-0.2165,-0.1712,14,0.7578
2025-11-15T09:43:53.175396,cmp_history_23,variant_4,0.1193,0.0184,-0.0479,46,0.2117
2025-11-15T09:43:53.175403,cmp_history_21,variant_2,0.0176,0.3403,0.2515,73,-0.2707
2025-11-15T09:43:53.175410,cmp_history_16,variant_3,0.1649,0.3859,0.425,61,-0.3211
2025-11-15T09:43:53.175417,cmp_history_16,variant_2,0.0977,-0.4725,-0.517,2,0.386
2025-11-15T09:43:53.175425,cmp_history_22,variant_2,0.1389,0.4806,0.4656,13,-0.3372
2025-11-15T09:43:53.175432,cmp_history_27,variant_2,0.1546,-0.8606,-0.9044,54,0.3376
2025-11-15T09:43:53.175440,cmp_history_6,variant_3,0.1684,0.8066,0.8962,51,-0.1327
2025-11-15T09:43:53.175460,cmp_history_14,variant_5,0.175,-0.623,-0.6346,65,0.6028
2025-11-15T09:43:53.175467,cmp_history_17,variant_1,0.1543,0.8208,0.8027,26,0.5511
2025-11-15T09:43:53.175474,cmp_history_11,variant_4,0.1333,0.0706,0.1506,21,0.6413
2025-11-15T09:43:53.175482,cmp_history_1,variant_1,0.0623,0.4723,0.4552,68,-0.1406
2025-11-15T09:43:53.175489,cmp_history_11,variant_3,0.0787,0.5853,0.5264,23,1.0099
2025-11-15T09:43:53.175496,cmp_history_16,variant_5,0.1172,0.3286,0.2599,80,0.6218
2025-11-15T09:43:53.175503,cmp_history_3,variant_3,0.1272,-0.606,-0.5685,44,0.094
2025-11-15T09:43:53.175510,cmp_history_27,variant_3,0.1061,-0.8943,-0.924,42,0.0152
2025-11-15T09:43:53.175517,cmp_history_19,variant_3,0.0687,-0.4303,-0.4611,58,0.7529
2025-11-15T09:43:53.175523,cmp_history_10,variant_1,0.0824,-0.0202,-0.0668,71,0.9225
2025-11-15T09:43:53.175530,cmp_history_19,variant_2,0.1099,-0.3997,-0.3568,16,0.9051
2025-11-15T09:43:53.175537,cmp_history_1,variant_1,0.1375,-0.4566,-0.3779,72,0.9714
2025-11-15T09:43:53.175544,cmp_history_28,variant_2,0.0289,-0.3439,-0.3466,61,0.3219
2025-11-15T09:43:53.175551,cmp_history_7,variant_1,0.0119,0.6491,0.7186,34,0.8011
2025-11-15T09:43:53.175558,cmp_history_13,variant_2,0.1447,-0.4493,-0.4654,33,0.0983
2025-11-15T09:43:53.175565,cmp_history_20,variant_5,0.1438,0.6364,0.5486,12,0.7273
2025-11-15T09:43:53.175572,cmp_history_14,variant_2,0.0221,0.7088,0.6938,24,-0.2609
2025-11-15T09:43:53.175579,cmp_history_6,variant_4,0.1363,0.48,0.535,7,0.3661
2025-11-15T09:43:53.175586,cmp_history_1,variant_5,0.0366,0.4849,0.4052,54,1.0528
2025-11-15T09:43:53.175593,cmp_history_5,variant_4,0.1178,-0.5788,-0.6007,47,0.8031
2025-11-15T09:43:53.175600,cmp_history_8,variant_1,0.0082,0.4459,0.4166,28,0.777
2025-11-15T09:43:53.175607,cmp_history_12,variant_2,0.131,0.0502,0.0787,36,0.7724
2025-11-15T09:43:53.175614,cmp_history_5,variant_4,0.0295,-0.937,-1.0,63,-0.104
2025-11-15T09:43:53.175623,cmp_history_16,variant_1,0.0476,-0.6263,-0.7095,18,1.0527
2025-11-15T09:43:53.175635,cmp_history_15,variant_1,0.1059,-0.3134,-0.2233,46,0.4522
2025-11-15T09:43:53.175647,cmp_history_1,variant_5,0.1653,0.7043,0.7561,17,0.7209
2025-11-15T09:43:53.175658,cmp_history_19,variant_1,0.1105,0.9745,1.0,75,0.4741
2025-11-15T09:43:53.175808,cmp_history_15,variant_2,0.177,0.5242,0.5824,19,0.7977
2025-11-15T09:43:53.175817,cmp_history_13,variant_1,0.0127,-0.5228,-0.5029,22,0.0525
2025-11-15T09:43:53.175824,cmp_history_8,variant_2,0.0924,-0.0989,-0.0723,52,1.0543
2025-11-15T09:43:53.175831,cmp_history_18,variant_2,0.088,-0.1973,-0.2865,57,0.9209
2025-11-15T09:43:53.175838,cmp_history_26,variant_5,0.1189,0.3941,0.4617,11,0.9622
2025-11-15T09:43:53.175845,cmp_history_26,variant_5,0.013,-0.5742,-0.5079,73,0.0787
2025-11-15T09:43:53.175852,cmp_history_28,variant_1,0.1057,0.7438,0.7614,62,0.0627
2025-11-15T09:43:53.175870,cmp_history_4,variant_3,0.1563,0.9161,0.9593,34,0.4501
2025-11-15T09:43:53.175877,cmp_history_27,variant_5,0.0705,0.4184,0.401,76,0.594
2025-11-15T09:43:53.175885,cmp_history_5,variant_1,0.1259,0.7874,0.8117,38,0.6866
2025-11-15T09:43:53.175892,cmp_history_2,variant_5,0.1182,0.7499,0.7821,25,-0.3996
2025-11-15T09:43:53.175899,cmp_history_22,variant_2,0.1315,-0.5625,-0.624,38,-0.2275
2025-11-15T09:43:53.175910,cmp_history_12,variant_1,0.1309,-0.4929,-0.4059,5,1.0393
2025-11-15T09:43:53.175922,cmp_history_27,variant_5,0.0721,0.0977,0.0575,8,0.6605
2025-11-15T09:43:53.175935,cmp_history_10,variant_3,0.074,0.9928,0.9366,44,-0.0598
2025-11-15T09:43:53.175945,cmp_history_7,variant_1,0.109,-0.3819,-0.4233,42,1.0378
2025-11-15T09:43:53.175952,cmp_history_21,variant_2,0.0389,0.4444,0.3879,46,0.6271
2025-11-15T09:43:53.175959,cmp_history_6,variant_3,0.1341,-0.4181,-0.3485,60,0.1992
2025-11-15T09:43:53.175966,cmp_history_26,variant_4,0.1595,-0.9657,-1.0,8,0.0221
2025-11-15T09:43:53.175982,cmp_history_10,variant_1,0.0687,0.4563,0.3963,4,0.6532
2025-11-15T09:43:53.175990,cmp_history_11,variant_5,0.0351,-0.6633,-0.6175,29,-0.1967
2025-11-15T09:43:53.175999,cmp_history_18,variant_5,0.0114,-0.7112,-0.7753,70,0.4393
2025-11-15T09:43:53.176006,cmp_history_20,variant_2,0.0583,-0.8622,-0.9297,33,-0.2823
2025-11-15T09:43:53.176013,cmp_history_10,variant_3,0.1765,-0.9442,-0.8648,42,0.612
2025-11-15T09:43:53.176020,cmp_history_25,variant_5,0.0807,0.551,0.5325,52,0.3007
2025-11-15T09:43:53.176027,cmp_history_1,variant_5,0.0095,0.3939,0.4573,28,0.8316
2025-11-15T09:43:53.176034,cmp_history_25,variant_2,0.0451,0.8059,0.8182,71,0.1259
2025-11-15T09:43:53.176041,cmp_history_29,variant_4,0.0309,-0.7225,-0.7082,66,0.5584
2025-11-15T09:43:53.176048,cmp_history_8,variant_2,0.1271,0.327,0.3393,4,-0.3191
2025-11-15T09:43:53.176056,cmp_history_22,variant_3,0.0864,-0.6689,-0.6459,44,0.8887
2025-11-15T09:43:53.176063,cmp_history_7,variant_4,0.1057,-0.7603,-0.7995,68,0.5624
2025-11-15T09:43:53.176070,cmp_history_1,variant_4,0.0722,0.4734,0.4722,38,0.8331
2025-11-15T09:43:53.176078,cmp_history_29,variant_3,0.0932,-0.7231,-0.8038,43,1.0373
2025-11-15T09:43:53.176088,cmp_history_20,variant_5,0.0216,-0.0062,0.0933,25,-0.1349
2025-11-15T09:43:53.176101,cmp_history_12,variant_2,0.1356,-0.8823,-0.9289,47,-0.0233
2025-11-15T09:43:53.176114,cmp_history_1,variant_1,0.0585,0.634,0.5695,15,0.0158
2025-11-15T09:43:53.176126,cmp_history_22,variant_2,0.0582,-0.1628,-0.2146,41,0.4102
2025-11-15T09:43:53.176139,cmp_history_16,variant_4,0.069,-0.5264,-0.4481,49,-0.2784
2025-11-15T09:43:53.176146,cmp_history_24,variant_4,0.1587,0.1944,0.1419,67,0.8313
2025-11-15T09:43:53.176153,cmp_history_24,variant_3,0.0728,-0.4964,-0.5247,1,0.5245
2025-11-15T09:43:53.176160,cmp_history_24,variant_3,0.0375,0.6053,0.6466,4,-0.0056
2025-11-15T09:43:53.176167,cmp_history_25,variant_2,0.1777,0.8532,0.7962,23,0.395
2025-11-15T09:43:53.176174,cmp_history_23,variant_1,0.1433,0.6163,0.6175,52,-0.3961
2025-11-15T09:43:53.176185,cmp_history_26,variant_1,0.0914,0.3315,0.356,34,-0.1987
2025-11-15T09:43:53.176197,cmp_history_12,variant_4,0.0588,-0.4737,-0.4904,36,0.2653
2025-11-15T09:43:53.176208,cmp_history_28,variant_4,0.0797,0.913,0.9095,37,0.1981
2025-11-15T09:43:53.176217,cmp_history_16,variant_5,0.1323,-0.2369,-0.2343,2,0.9809
2025-11-15T09:43:53.176225,cmp_history_11,variant_4,0.1285,-0.7706,-0.79,80,-0.2696
2025-11-15T09:43:53.176232,cmp_history_9,variant_2,0.0271,0.9207,0.9994,15,0.3119
2025-11-15T09:43:53.176239,cmp_history_14,variant_4,0.0844,-0.3122,-0.308,72,0.2686
2025-11-15T09:43:53.176246,cmp_history_9,variant_5,0.1145,-0.6081,-0.5668,71,0.1054
2025-11-15T09:43:53.176256,cmp_history_27,variant_5,0.155,-0.0915,-0.1217,67,0.3954
2025-11-15T09:43:53.176268,cmp_history_29,variant_3,0.1532,0.0687,0.095,6,0.8381
2025-11-15T09:43:53.176281,cmp_history_14,variant_5,0.1122,0.8814,0.8412,69,0.3295
2025-11-15T09:43:53.176293,cmp_history_7,variant_3,0.0325,-0.5661,-0.6292,26,-0.0418
2025-11-15T09:43:53.176305,cmp_history_23,variant_1,0.1357,0.7285,0.7014,15,0.3334
2025-11-15T09:43:53.176316,cmp_history_18,variant_2,0.07,0.5261,0.4791,38,0.0196
2025-11-15T09:43:53.176329,cmp_history_27,variant_1,0.0091,-0.1154,-0.2043,55,0.2451
2025-11-15T09:43:53.176341,cmp_history_13,variant_5,0.1691,0.2687,0.2992,41,1.08
2025-11-15T09:43:53.176353,cmp_history_1,variant_5,0.0354,0.4614,0.4217,56,0.7759
2025-11-15T09:43:53.176361,cmp_history_6,variant_2,0.0287,-0.8028,-0.7929,35,-0.1836
2025-11-15T09:43:53.176369,cmp_history_20,variant_5,0.0411,0.74,0.8265,67,0.3201
2025-11-15T09:43:53.176383,cmp_history_12,variant_4,0.111,-0.5204,-0.54,56,-0.0717
2025-11-15T09:43:53.176391,cmp_history_25,variant_3,0.065,0.9311,1.0,79,0.9956
2025-11-15T09:43:53.176398,cmp_history_6,variant_2,0.1766,0.2848,0.1948,31,0.0117
2025-11-15T09:43:53.176406,cmp_history_17,variant_2,0.0583,-0.8284,-0.7717,43,0.877
2025-11-15T09:43:53.176412,cmp_history_5,variant_5,0.0107,-0.162,-0.1141,52,0.2184
